,solar cost $/MW,battery cost $/MWh,load cost $/MW,arraysize (MW),battery size (MWh),load size (1 MW by definition),array cost $,battery cost $,load cost $ (all normalized to 1 MW),total power system cost $,total system cost $,total system cost per utilization,battery size relative to 1 MW array,load size relative to 1 MW array,annual battery utilization,annual load utilization
18,200000,200000,630957.3444801933,1.9489999999999983,0.0,1.0,389799.99999999965,0.0,630957.3444801933,389799.99999999965,1020757.344480193,2788198.80645639,0.0,0.5130836326321195,0.0,0.3660991971291695
19,200000,200000,794328.2347242817,2.0539999999999976,0.0,1.0,410799.99999999953,0.0,794328.2347242817,410799.99999999953,1205128.2347242814,3230135.1794509366,0.0,0.4868549172346646,0.0,0.37308910239760634
20,200000,200000,1000000.0,2.1759999999999957,0.0,1.0,435199.9999999991,0.0,1000000.0,435199.9999999991,1435199.999999999,3776175.6509771184,0.0,0.4595588235294127,0.0,0.3800670659026756
21,200000,200000,1258925.4117941675,2.3129999999999944,0.0,1.0,462599.9999999989,0.0,1258925.4117941675,462599.9999999989,1721525.4117941663,4451293.970816222,0.0,0.432338953739733,0.0,0.38674718476939746
22,200000,200000,1584893.1924611141,2.690999999999994,0.25400000000000006,1.0,538199.9999999988,50800.000000000015,1584893.1924611141,588999.9999999988,2173893.192461113,5253146.161817545,0.6835139999999986,0.371609067261242,0.4289859208523592,0.4741844887862895
23,200000,200000,1995262.3149688807,4.564000000000005,0.4990000000000001,1.0,912800.000000001,99800.00000000003,1995262.3149688807,1012600.000000001,3007862.3149688817,5904462.036353564,2.277436000000003,0.21910604732690597,0.8229547184170471,0.8445995359212548
24,200000,200000,2511886.4315095823,4.564000000000005,0.5650000000000002,1.0,912800.000000001,113000.00000000003,2511886.4315095823,1025800.000000001,3537686.4315095833,6503073.570067091,2.5786600000000037,0.21910604732690597,0.8679318873668189,0.8885778727934603
25,200000,200000,3162277.6601683795,5.084999999999996,0.4730000000000001,1.0,1016999.9999999993,94600.00000000001,3162277.6601683795,1111599.9999999993,4273877.660168379,7181188.453168731,2.4052049999999987,0.19665683382497556,0.9083904109589042,0.9226009299679221
26,200000,200000,3981071.705534973,5.164000000000005,0.4700000000000001,1.0,1032800.000000001,94000.00000000001,3981071.705534973,1126800.0000000012,5107871.705534974,8063350.135682389,2.427080000000003,0.19364833462432204,0.9208143074581431,0.9326842817174187
27,200000,200000,5011872.336272725,5.264000000000006,0.4660000000000001,1.0,1052800.0000000012,93200.00000000001,5011872.336272725,1146000.0000000012,6157872.336272726,9160310.310241284,2.453024000000003,0.18996960486322167,0.9343797564687976,0.9439872352146292
28,200000,200000,6309573.444801937,5.364000000000006,0.4570000000000001,1.0,1072800.0000000012,91400.00000000001,6309573.444801937,1164200.0000000012,7473773.444801938,10528863.079892362,2.4513480000000034,0.18642803877703185,0.9430270167427701,0.9509269427506225
29,200000,200000,7943282.347242822,5.364000000000006,0.4650000000000001,1.0,1072800.0000000012,93000.00000000001,7943282.347242822,1165800.0000000012,9109082.347242823,12243008.646239484,2.4942600000000033,0.18642803877703185,0.9480308219178082,0.9549878476018292
30,200000,200000,10000000.0,5.9030000000000085,0.39800000000000013,1.0,1180600.0000000016,79600.00000000003,10000000.0,1260200.0000000016,11260200.000000002,14365765.375335345,2.349394000000004,0.16940538709130926,0.9663337138508371,0.971357542867727
31,200000,200000,12589254.117941676,6.116,0.3800000000000001,1.0,1223200.0,76000.00000000003,12589254.117941676,1299200.0,13888454.117941676,17022380.793798596,2.3240800000000004,0.16350555918901244,0.9746860730593607,0.978433567883133
32,200000,200000,15848931.92461114,6.134000000000006,0.3860000000000001,1.0,1226800.0000000012,77200.00000000003,15848931.92461114,1304000.0000000012,17152931.92461114,20346323.457778003,2.367724000000003,0.16302575806977487,0.9788717656012177,0.9820179930430138
33,200000,200000,19952623.14968881,6.244000000000006,0.3770000000000001,1.0,1248800.0000000012,75400.00000000003,19952623.14968881,1324200.0000000012,21276823.14968881,24514006.193180207,2.353988000000003,0.16015374759769363,0.9824200913242009,0.9847873568215408
34,200000,200000,25118864.31509582,6.264000000000006,0.3780000000000001,1.0,1252800.0000000012,75600.00000000003,25118864.31509582,1328400.0000000012,26447264.31509582,29755197.372232273,2.367792000000003,0.15964240102171123,0.9840277777777777,0.9859801555231575
35,200000,200000,31622776.601683795,6.264000000000006,0.3810000000000001,1.0,1252800.0000000012,76200.00000000003,31622776.601683795,1329000.0000000012,32951776.601683795,36348972.80781081,2.3865840000000027,0.15964240102171123,0.9851788432267884,0.986698832633226
36,200000,200000,39810717.05534973,6.364000000000006,0.3710000000000001,1.0,1272800.0000000012,74200.00000000001,39810717.05534973,1347000.0000000012,41157717.05534973,44627562.38667008,2.361044000000003,0.15713387806411047,0.9867770167427702,0.9879243118086748
37,200000,200000,50118723.36272725,6.364000000000006,0.3720000000000001,1.0,1272800.0000000012,74400.00000000001,50118723.36272725,1347200.0000000012,51465923.36272725,55061271.38090083,2.367408000000003,0.15713387806411047,0.9870338660578387,0.9880767170951795
38,200000,200000,63095734.44801936,6.354000000000006,0.3740000000000001,1.0,1270800.0000000012,74800.00000000003,63095734.44801936,1345600.0000000012,64441334.44801936,68197774.85713276,2.3763960000000033,0.15738117721120537,0.98712899543379,0.9881034773639901
39,200000,200000,79432823.47242822,6.564000000000005,0.3520000000000001,1.0,1312800.0000000012,70400.00000000001,79432823.47242822,1383200.0000000012,80816023.47242822,84641007.88176891,2.3105280000000024,0.1523461304082875,0.9890125570776256,0.9898143550919792
40,200000,200000,100000000.0,6.564000000000005,0.3540000000000001,1.0,1312800.0000000012,70800.00000000001,100000000.0,1383600.0000000012,101383600.0,105417789.53787062,2.3236560000000024,0.1523461304082875,0.9892979452054794,0.9899970019700348
